
2026-03-03,1294.4000244140625,24865.69921875
2026-03-04,1291.199951171875,24480.5
2026-03-05,1313.5,24765.900390625
2026-03-06,1303.800048828125,24450.44921875
2026-03-07,1303.800048828125,24450.44921875
2026-03-08,1303.800048828125,24450.44921875
2026-03-09,1287.0,24028.05078125
2026-03-10,1314.5999755859375,24261.599609375
2026-03-11,1325.5,23866.849609375
2026-03-12,1319.0,23639.150390625
2026-03-13,1292.300048828125,23151.099609375
2026-03-14,1292.300048828125,23151.099609375
2026-03-15,1292.300048828125,23151.099609375
2026-03-16,1276.9000244140625,23408.80078125
2026-03-17,1283.800048828125,23581.150390625
2026-03-18,1294.800048828125,23777.80078125
2026-03-19,1274.5,23002.150390625
2026-03-20,1298.9000244140625,23114.5
2026-03-21,1298.9000244140625,23114.5
2026-03-22,1298.9000244140625,23114.5
2026-03-23,1253.300048828125,22512.650390625
2026-03-24,1259.5999755859375,22912.400390625
2026-03-25,1300.699951171875,23306.44921875
2026-03-26,1300.699951171875,23306.44921875
2026-03-27,1281.699951171875,22819.599609375
2026-03-28,1281.699951171875,22819.599609375
2026-03-29,1281.699951171875,22819.599609375
2026-03-30,1254.9000244140625,22331.400390625
